英文檔案名	中文檔案名	適用年分開始	適用年份結束	英文欄位	中文欄位	資料型態	長度	起始位置	迄末位置	資料描述
GDD	物理治療所調劑明細檔			PART_AMT	部分負擔點數	N	4	257	260	
GDD	物理治療所調劑明細檔			EXP_DOT	合計點數(醫療費用)	N	8	261	268	本欄為序號21+25之合計
GDD	物理治療所調劑明細檔			ICD9CM_CODE	主診斷代碼	C	15	269	283	
GDD	物理治療所調劑明細檔			ICD9CM_CODE1	次診斷代碼(一)	C	15	284	298	
GDD	物理治療所調劑明細檔			APPL_CAUSE_MARK	補報原因註記	C	1	299	299	1：補報整筆案件2：補報部分醫令或醫令差額。申報類別為補報者，本欄為必填欄位，送核案件免填補空白。
GO	特約藥局處方調劑醫令檔	85	95	FEE_YM	費用年月	C	6	1	6	YYYYMM
GO	特約藥局處方調劑醫令檔	85	95	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GO	特約藥局處方調劑醫令檔	85	95	HOSP_ID	醫院代號	C	34	8	41	已轉碼，後2碼為權屬別
GO	特約藥局處方調劑醫令檔	85	95	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GO	特約藥局處方調劑醫令檔	85	95	CASE_TYPE	案件類別	C	1	50	50	請參考代碼說明B-26之「案件分類」
GO	特約藥局處方調劑醫令檔	85	95	SEQ_NO	流水號	N	6	51	56	
GO	特約藥局處方調劑醫令檔	85	95	DRUG_NO	葯品代號	C	12	57	68	依全民健康保險藥品標準碼輸入詳情請自健保署之醫事機構專區網頁查詢http：//www.nhi.gov.tw/
GO	特約藥局處方調劑醫令檔	85	95	DRUG_USE	葯品用量	C	6	69	74	依全民健康保險藥品標準碼輸入
GO	特約藥局處方調劑醫令檔	85	95	TOTAL_QTY	總量	N	7	75	81	12345.6
GO	特約藥局處方調劑醫令檔	85	95	UNIT_PRICE	單價	N	10	82	91	1234567.89
GO	特約藥局處方調劑醫令檔	85	95	TOTAL_AMT	點數	N	8	92	99	四捨五入取整數
GO	特約藥局處方調劑醫令檔	96	100	FEE_YM	費用年月	C	6	1	6	YYYYMM
GO	特約藥局處方調劑醫令檔	96	100	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GO	特約藥局處方調劑醫令檔	96	100	HOSP_ID	醫院代號	C	34	8	41	已轉碼，後2碼為權屬別
GO	特約藥局處方調劑醫令檔	96	100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GO	特約藥局處方調劑醫令檔	96	100	CASE_TYPE	案件類別	C	1	50	50	請參考代碼說明B-26之「案件分類」
GO	特約藥局處方調劑醫令檔	96	100	SEQ_NO	流水號	N	6	51	56	
GO	特約藥局處方調劑醫令檔	96	100	DRUG_NO	葯品代號	C	12	57	68	依全民健康保險藥品標準碼輸入詳情請自健保署之醫事機構專區網頁查詢http：//www.nhi.gov.tw/
GO	特約藥局處方調劑醫令檔	96	100	DRUG_USE	葯品用量	C	6	69	74	依全民健康保險藥品標準碼輸入
GO	特約藥局處方調劑醫令檔	96	100	TOTAL_QTY	總量	N	7	75	81	12345.6
GO	特約藥局處方調劑醫令檔	96	100	UNIT_PRICE	單價	N	10	82	91	1234567.89
GO	特約藥局處方調劑醫令檔	96	100	TOTAL_AMT	點數	N	8	92	99	四捨五入取整數
GO	特約藥局處方調劑醫令檔	96	100	ORDER_SEQ_NO	醫令序號	N	5	100	104	96年新增欄位
GO	特約藥局處方調劑醫令檔	101		FEE_YM	費用年月	C	6	1	6	YYYYMM
GO	特約藥局處方調劑醫令檔	101		APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GO	特約藥局處方調劑醫令檔	101		HOSP_ID	醫院代號	C	34	8	41	已轉碼，後2碼為權屬別
GO	特約藥局處方調劑醫令檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GO	特約藥局處方調劑醫令檔	101		CASE_TYPE	案件類別	C	1	50	50	請參考代碼說明B-26之「案件分類」
GO	特約藥局處方調劑醫令檔	101		SEQ_NO	流水號	N	6	51	56	
GO	特約藥局處方調劑醫令檔	101		DRUG_NO	葯品代號	C	12	57	68	依全民健康保險藥品標準碼輸入詳情請自健保署之醫事機構專區網頁查詢http：//www.nhi.gov.tw/
GO	特約藥局處方調劑醫令檔	101		DRUG_USE	葯品用量	C	9	69	77	依全民健康保險藥品標準碼輸入
GO	特約藥局處方調劑醫令檔	101		TOTAL_QTY	總量	N	7	78	84	12345.6
GO	特約藥局處方調劑醫令檔	101		UNIT_PRICE	單價	N	10	85	94	1234567.89
GO	特約藥局處方調劑醫令檔	101		TOTAL_AMT	點數	N	8	95	102	四捨五入取整數
GO	特約藥局處方調劑醫令檔	101		PAY_RATE	支付成數	N	10	103	112	12345.6789
GOO	物理治療所調劑醫令檔			FEE_YM	費用年月	C	6	1	6	YYYYMM
GOO	物理治療所調劑醫令檔			APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GOO	物理治療所調劑醫令檔			HOSP_ID	醫院代號	C	34	8	41	已轉碼，後2碼為權屬別
GOO	物理治療所調劑醫令檔			APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GOO	物理治療所調劑醫令檔			CASE_TYPE	案件類別	C	1	50	50	1：中度治療-中度(含)以下之治療2：中度治療-複雜3：複雜4：其他(97.06.16新增;職能治療所適用)
GOO	物理治療所調劑醫令檔			SEQ_NO	流水號	N	6	51	56	
GOO	物理治療所調劑醫令檔			ORDER_CODE	葯品代號	C	12	57	68	依全民健康保險藥品標準碼輸入
GOO	物理治療所調劑醫令檔			DRUG_NUM	葯品用量	N	9	69	77	123456.78
GOO	物理治療所調劑醫令檔			ORDER_QTY	總量	N	7	78	84	12345.6
GOO	物理治療所調劑醫令檔			ORDER_UPRICE	單價	N	10	85	94	1234567.89
GOO	物理治療所調劑醫令檔			ORDER_DOT	點數	N	8	95	102	
GOO	物理治療所調劑醫令檔			PAY_RATE	支付成數	N	10	103	112	12345.6789
HOSB	醫事機構基本資料檔			HOSP_ID	醫事機構代號	C	34	1	34	後2碼為權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
HOSB	醫事機構基本資料檔			HOSP_CONT_TYPE	特約類別	C	1	35	35	請參考代碼說明B-3之「特約類別」
HOSB	醫事機構基本資料檔			CNT_S_DATE	特約類別起日	C	8	36	43	YYYYMMDD
HOSB	醫事機構基本資料檔			CNT_E_DATE	特約類別迄日	C	8	44	51	YYYYMMDD
HOSB	醫事機構基本資料檔			HOSP_TYPE_ID	型態別	C	2	52	53	需配合權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
HOSB	醫事機構基本資料檔			TYPE_S_DATE	型態別起日	C	8	54	61	YYYYMMDD生效起迄日期應與合約起迄日相同。
HOSB	醫事機構基本資料檔			TYPE_E_DATE	型態別迄日	C	8	62	69	YYYYMMDD
HOSB	醫事機構基本資料檔			HOSP_EDUC_MARK	教學成本註記	C	1	70	70	Y：是N：否
HOSB	醫事機構基本資料檔			EDUC_S_DATE	教學成本起日	C	8	71	78	YYYYMMDD
HOSB	醫事機構基本資料檔			EDUC_E_DATE	教學成本迄日	C	8	79	86	YYYYMMDD
HOSB	醫事機構基本資料檔			HOSP_GRAD_ID	評鑑等級	C	2	87	88	請參考代碼說明B-1之「評鑑等級」
HOSB	醫事機構基本資料檔			GRAD_S_DATE	評鑑等級起日	C	8	89	96	YYYYMMDD年度評鑑結果者之生效起迄日期，依年度評鑑結果生效起迄日期
HOSB	醫事機構基本資料檔			GRAD_E_DATE	評鑑等級迄日	C	8	97	104	YYYYMMDD
HOSB	醫事機構基本資料檔			HOSP_OLD_GRAD	原評鑑等級	C	2	105	106	請參考代碼說明B-1之「評鑑等級」(93.07已不使用)
HOSB	醫事機構基本資料檔			OLDGRAD_S_DATE	原評鑑等級生效日	C	8	107	114	YYYYMMDD(93.07已不使用)
HOSB	醫事機構基本資料檔			AREA_NO_H	縣市區碼	C	4	115	118	請參考代碼說明B-13之「地區代碼、名稱、分局及郵遞區號」
HOSB	醫事機構基本資料檔			HOSP_OWN_ID	負責醫師ID	C	32	119	150	已轉碼
HOSB	醫事機構基本資料檔			HOSP_OPEN_DATE	執照核發日	C	8	151	158	YYYYMMDD
HOSB	醫事機構基本資料檔			REVIEW_CODE	特約狀況碼	C	1	159	159	請參考代碼說明B-3之「特約類別」
HOSB	醫事機構基本資料檔			CONT_S_DATE	合約起日	C	8	160	167	YYYYMMDD
HOSB	醫事機構基本資料檔			CONT_E_DATE	合約訖日	C	8	168	175	YYYYMMDD
HOSB	醫事機構基本資料檔			CCNT_S_DATE	續約起日	C	8	176	183	YYYYMMDD(93.07已不使用)
HOSB	醫事機構基本資料檔			CCNT_E_DATE	續約迄日	C	8	184	191	YYYYMMDD(93.07已不使用)
HOSB	醫事機構基本資料檔			STOP_S_DATE	停約起日	C	8	192	199	YYYYMMDD
HOSB	醫事機構基本資料檔			STOP_E_DATE	停約迄日	C	8	200	207	YYYYMMDD
HOSB	醫事機構基本資料檔			REST_S_DATE	休診起日	C	8	208	215	YYYYMMDD
HOSB	醫事機構基本資料檔			REST_E_DATE	休診迄日	C	8	216	223	YYYYMMDD
HOSB	醫事機構基本資料檔			OLD_HOSP_ID	舊醫事機構	C	34	224	257	已轉碼
HOSP_GRAD	評鑑資料檔			HOSP_ID	醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別
HOSP_GRAD	評鑑資料檔			GRAD_CODE	評鑑等級	C	2	35	36	請參考代碼說明之B-1「評鑑等級」
HOSP_GRAD	評鑑資料檔			GRAD_YEAR	評鑑年度	C	4	37	40	YYYY
HOSP_GRAD	評鑑資料檔			ANN_DATE	公告日期	C	8	41	48	YYYYMMDD
HOSP_GRAD	評鑑資料檔			GRAD_S_DATE	評鑑有效起始日期	C	8	49	56	YYYYMMDD
HOSP_GRAD	評鑑資料檔			GRAD_E_DATE	評鑑有效截止日期	C	8	57	64	YYYYMMDD
HOSP_GRAD	評鑑資料檔			EDU_MARK	教學成本註記	C	1	65	65	Y：是N：否
HOSTDTL	醫事機構類別明細檔			HOSP_ID	醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別
HOSTDTL	醫事機構類別明細檔			DATA_KIND	資料類別	C	1	35	35	C：特約類別T：型態別E：教學成本G：評鑑等級
HOSTDTL	醫事機構類別明細檔			DATA_TYPE	資料代碼	C	2	36	37	需配合資料類別欄位，並請參考代碼說明之B-3「特約類別」、B-4「型態別」、B-1「評鑑等級」代號
HOSTDTL	醫事機構類別明細檔			VALID_S_DATE	生效起日	C	8	38	45	YYYYMMDD
HOSTDTL	醫事機構類別明細檔			VALID_E_DATE	生效迄日	C	8	46	53	YYYYMMDD
HOSX	醫事機構副檔資料檔			HOSP_ID	醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
HOSX	醫事機構副檔資料檔			X01	門診診療	C	1	35	35	Y：是N：否
HOSX	醫事機構副檔資料檔			X01_S_DATE	門診診療起日	C	8	36	43	YYYYMMDD
HOSX	醫事機構副檔資料檔			X01_E_DATE	門診診療迄日	C	8	44	51	YYYYMMDD
HOSX	醫事機構副檔資料檔			X02	住院診療	C	1	52	52	Y：是N：否
HOSX	醫事機構副檔資料檔			X02_S_DATE	住院診療起日	C	8	53	60	YYYYMMDD
HOSX	醫事機構副檔資料檔			X02_E_DATE	住院診療迄日	C	8	61	68	YYYYMMDD
HOSX	醫事機構副檔資料檔			X03	血液透析業務	C	1	69	69	Y：是N：否
HOSX	醫事機構副檔資料檔			X03_S_DATE	血液透析起日	C	8	70	77	YYYYMMDD
HOSX	醫事機構副檔資料檔			X03_E_DATE	血液透析迄日	C	8	78	85	YYYYMMDD
HOSX	醫事機構副檔資料檔			X04	兒童預防保健服務	C	1	86	86	Y：是N：否
HOSX	醫事機構副檔資料檔			X04_S_DATE	兒童預防保健起日	C	8	87	94	YYYYMMDD
HOSX	醫事機構副檔資料檔			X04_E_DATE	兒童預防保健迄日	C	8	95	102	YYYYMMDD
HOSX	醫事機構副檔資料檔			X05	成人預防保健服務	C	1	103	103	Y：是N：否
HOSX	醫事機構副檔資料檔			X05_S_DATE	成人預防保健起日	C	8	104	111	YYYYMMDD
HOSX	醫事機構副檔資料檔			X05_E_DATE	成人預防保健迄日	C	8	112	119	YYYYMMDD
HOSX	醫事機構副檔資料檔			X06	婦女子宮頸抹片檢查	C	1	120	120	Y：是N：否
HOSX	醫事機構副檔資料檔			X06_S_DATE	婦女子宮頸起日	C	8	121	128	YYYYMMDD
HOSX	醫事機構副檔資料檔			X06_E_DATE	婦女子宮頸迄日	C	8	129	136	YYYYMMDD
HOSX	醫事機構副檔資料檔			X07	孕婦產前檢查	C	1	137	137	Y：是N：否
HOSX	醫事機構副檔資料檔			X07_S_DATE	孕婦產前檢查起日	C	8	138	145	YYYYMMDD
HOSX	醫事機構副檔資料檔			X07_E_DATE	孕婦產前檢查迄日	C	8	146	153	YYYYMMDD
HOSX	醫事機構副檔資料檔			X08	居家照護業務	C	1	154	154	Y：是N：否
HOSX	醫事機構副檔資料檔			X08_S_DATE	居家照護起日	C	8	155	162	YYYYMMDD
HOSX	醫事機構副檔資料檔			X08_E_DATE	居家照護迄日	C	8	163	170	YYYYMMDD
HOSX	醫事機構副檔資料檔			X09	分娩	C	1	171	171	Y：是N：否
HOSX	醫事機構副檔資料檔			X09_S_DATE	分娩起日	C	8	172	179	YYYYMMDD
HOSX	醫事機構副檔資料檔			X09_E_DATE	分娩迄日	C	8	180	187	YYYYMMDD
HOSX	醫事機構副檔資料檔			X10	復健服務	C	1	188	188	Y：是N：否
HOSX	醫事機構副檔資料檔			X10_S_DATE	復健服務起日	C	8	189	196	YYYYMMDD
HOSX	醫事機構副檔資料檔			X10_E_DATE	復健服務迄日	C	8	197	204	YYYYMMDD
HOSX	醫事機構副檔資料檔			X11	精神疾病居家治療業務	C	1	205	205	Y：是N：否
HOSX	醫事機構副檔資料檔			X11_S_DATE	精神疾病起日	C	8	206	213	YYYYMMDD
HOSX	醫事機構副檔資料檔			X11_E_DATE	精神疾病迄日	C	8	214	221	YYYYMMDD
HOSX	醫事機構副檔資料檔			X12	社區復健中心	C	1	222	222	Y：是N：否
HOSX	醫事機構副檔資料檔			X12_S_DATE	社區復健中心起日	C	8	223	230	YYYYMMDD
HOSX	醫事機構副檔資料檔			X12_E_DATE	社區復健中心迄日	C	8	231	238	YYYYMMDD
HOSX	醫事機構副檔資料檔			X13	康復之家	C	1	239	239	Y：是N：否
HOSX	醫事機構副檔資料檔			X13_S_DATE	康復之家起日	C	8	240	247	YYYYMMDD
HOSX	醫事機構副檔資料檔			X13_E_DATE	康復之家迄日	C	8	248	255	YYYYMMDD
HOX	醫事機構服務項目檔			HOSP_ID	醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
HOX	醫事機構服務項目檔			HOSP_SERVICE_CODE	機構服務項目代號	C	1	35	35	A：門診診療B：住院診療C：血液透析D：兒童預防保健E：成人預防保健F：婦女子宮頸抹片檢查G：孕婦產檢H：居家照護I：分娩J：復健業務K：精神病患者居家照護L：社區復健中心M：康復之家N：義肢業務
HOX	醫事機構服務項目檔			VALID_S_DATE	生效起始日期	C	8	36	43	YYYYMMDD
HOX	醫事機構服務項目檔			VALID_E_DATE	生效結束日期	C	8	44	51	YYYYMMDD
HV	重大傷病證明明細檔	85	93	ID	身分證號	C	32	1	32	已轉碼
HV	重大傷病證明明細檔	85	93	DISE_CODE	診斷代碼	C	5	33	37	請參考ICD-9-CM及A-Code
HV	重大傷病證明明細檔	85	93	HV_TYPE	重大傷病類別代碼	C	2	38	39	請參考健保署網頁http：//www.nhi.gov.tw/
HV	重大傷病證明明細檔	85	93	ID_BIRTHDAY	出生年月	C	8	40	47	YYYYMM，左靠不足補空白
HV	重大傷病證明明細檔	85	93	ID_SEX	性別	C	1	48	48	M：男F：女
HV	重大傷病證明明細檔	85	93	APPL_DATE	申請日期	C	8	49	56	YYYYMMDD
HV	重大傷病證明明細檔	85	93	APPL_TYPE	申請類別	C	1	57	57	1：個人申請2：醫院報備
HV	重大傷病證明明細檔	85	93	HOSP_ID	醫事機構代號	C	34	58	91	已轉碼，後2碼為權屬別
HV	重大傷病證明明細檔	85	93	PRSN_ID	醫師代號	C	32	92	123	已轉碼
HV	重大傷病證明明細檔	85	93	ACPT_DATE	受理日期	C	8	124	131	YYYYMMDD
HV	重大傷病證明明細檔	85	93	ACPT_NO_YYY	受理編號_年度	C	3	132	134	YYY(民國年)
HV	重大傷病證明明細檔	85	93	ACPT_NO_B	受理編號_分局	C	1	135	135	0：總局1：台北分局2：北區分局3：中區分局4：南區分局5：高屏分局6：東區分局
HV	重大傷病證明明細檔	85	93	ACPT_NO_SEQ	受理編號_流水號	N	7	136	142	
HV	重大傷病證明明細檔	85	93	DISE_DESC	診斷病名	C	150	143	292	
HV	重大傷病證明明細檔	85	93	STOP_REASON	退保原因	C	1	293	293	5：停保B：開辦前退保D：失蹤E：失蹤滿六個月F：出國I：監所受刑處分M：死亡N：不在保X：在保O：軍、聘僱人員U：不具本法第十條資格者
HV	重大傷病證明明細檔	85	93	STOP_DATE	註記日期	C	8	294	301	YYYYMMDD
HV	重大傷病證明明細檔	85	93	REPRINT	遺失補發次數	N	2	302	303	
HV	重大傷病證明明細檔	85	93	DUPRINT	重覆發卡	C	1	304	304	Y：重覆N：新卡X：舊卡1：退件2：送審
HV	重大傷病證明明細檔	85	93	VALID_E_DATE	有效迄日	C	8	305	312	YYYYMMDD
HV	重大傷病證明明細檔	94	98	ID	身分證號	C	32	1	32	已轉碼
HV	重大傷病證明明細檔	94	98	DISE_CODE	診斷代碼	C	5	33	37	請參考ICD-9-CM及A-Code
HV	重大傷病證明明細檔	94	98	HV_TYPE	重大傷病類別代碼	C	2	38	39	請參考健保署網頁http：//www.nhi.gov.tw/
HV	重大傷病證明明細檔	94	98	ID_BIRTHDAY	出生年月	C	8	40	47	YYYYMM，左靠不足補空白
HV	重大傷病證明明細檔	94	98	ID_SEX	性別	C	1	48	48	M：男F：女
HV	重大傷病證明明細檔	94	98	APPL_DATE	申請日期	C	8	49	56	YYYYMMDD
HV	重大傷病證明明細檔	94	98	APPL_TYPE	申請類別	C	1	57	57	1：個人申請2：醫院報備
HV	重大傷病證明明細檔	94	98	HOSP_ID	醫事機構代號	C	34	58	91	已轉碼，後2碼為權屬別
HV	重大傷病證明明細檔	94	98	PRSN_ID	醫師代號	C	32	92	123	已轉碼
HV	重大傷病證明明細檔	94	98	ACPT_DATE	收件/收文日期	C	8	124	131	YYYYMMDD
HV	重大傷病證明明細檔	94	98	ACPT_NO	受理編號	C	11	132	142	
HV	重大傷病證明明細檔	94	98	ICD9CM_CNAME	診斷病名	C	150	143	292	
HV	重大傷病證明明細檔	94	98	DEATH_MARK	死亡註記	C	1	293	293	Y：死亡
HV	重大傷病證明明細檔	94	98	DEATH_DATE	死亡日期	C	8	294	301	YYYYMMDD
HV	重大傷病證明明細檔	94	98	REISSUE_NUM	補發次數	C	2	302	303	
HV	重大傷病證明明細檔	94	98	CARD_MARK	持卡註記	C	1	304	304	1：重複2：死亡註銷3：換卡註銷4：逾期註銷5更正/補發註銷6：撤銷卡證空白：有效正常卡
HV	重大傷病證明明細檔	94	98	VALID_E_DATE	有效迄日	C	8	305	312	YYYYMMDD
HV	重大傷病證明明細檔	94	98	ACPT_NUM	受理次數	N	5	313	317	96年新增欄位
HV	重大傷病證明明細檔	99	100	ID	身分證號	C	32	1	32	已轉碼
HV	重大傷病證明明細檔	99	100	ICD9CM_CODE	診斷代碼	C	5	33	37	請參考ICD-9-CM及A-Code
HV	重大傷病證明明細檔	99	100	HV_TYPE	重大傷病類別代碼	C	2	38	39	請參考健保署網頁http：//www.nhi.gov.tw/
HV	重大傷病證明明細檔	99	100	BIRTHDAY	出生年月	C	8	40	47	YYYYMM，左靠不足補空白
HV	重大傷病證明明細檔	99	100	SEX	性別	C	1	48	48	M：男F：女
HV	重大傷病證明明細檔	99	100	APPL_DATE	申請日期	C	8	49	56	YYYYMMDD
HV	重大傷病證明明細檔	99	100	APPL_TYPE	申請類別	C	1	57	57	1：個人申請2：醫院報備
HV	重大傷病證明明細檔	99	100	HOSP_ID	醫事機構代號	C	34	58	91	已轉碼，後2碼為權屬別
HV	重大傷病證明明細檔	99	100	DIAG_PRSN_ID	醫師代號	C	32	92	123	已轉碼
HV	重大傷病證明明細檔	99	100	RECV_DATE	收件/收文日期	C	8	124	131	YYYYMMDD
HV	重大傷病證明明細檔	99	100	ACPT_NO	受理編號	C	11	132	142	
HV	重大傷病證明明細檔	99	100	ICD9CM_CNAME	診斷病名	C	150	143	292	
HV	重大傷病證明明細檔	99	100	DEATH_MARK	死亡註記	C	1	293	293	Y：死亡
HV	重大傷病證明明細檔	99	100	DEATH_DATE	死亡日期	C	8	294	301	YYYYMMDD
HV	重大傷病證明明細檔	99	100	REISSUE_NUM	補發次數	C	2	302	303	
HV	重大傷病證明明細檔	99	100	CARD_MARK	持卡註記	C	1	304	304	1：重複2：死亡註銷3：換卡註銷4：逾期註銷5更正/補發註銷6：撤銷卡證空白：有效正常卡
HV	重大傷病證明明細檔	99	100	VALID_E_DATE	有效迄日	C	8	305	312	YYYYMMDD
HV	重大傷病證明明細檔	99	100	ACPT_NUM	受理次數	C	5	313	317	96年新增欄位
HV	重大傷病證明明細檔	99	100	RARE_SICK_MARE	罕病註記	C	1	318	318	
HV	重大傷病證明明細檔	99	100	RS_CODE_A	罕病序號A	C	15	319	313	
HV	重大傷病證明明細檔	99	100	RS_CODE_B	罕病序號B	C	15	334	348	
HV	重大傷病證明明細檔	101		ID	身分證號	C	32	1	32	已轉碼
HV	重大傷病證明明細檔	101		ICD9CM_CODE	診斷代碼	C	5	33	37	請參考ICD-9-CM及A-Code
HV	重大傷病證明明細檔	101		HV_TYPE	重大傷病類別代碼	C	2	38	39	請參考健保署網頁http：//www.nhi.gov.tw/
HV	重大傷病證明明細檔	101		BIRTHDAY	出生年月	C	8	40	47	YYYYMM，左靠不足補空白
HV	重大傷病證明明細檔	101		SEX	性別	C	1	48	48	M：男F：女
HV	重大傷病證明明細檔	101		APPL_DATE	申請日期	C	8	49	56	YYYYMMDD
HV	重大傷病證明明細檔	101		APPL_TYPE	申請類別	C	1	57	57	1：個人申請2：醫院報備
HV	重大傷病證明明細檔	101		HOSP_ID	醫事機構代號	C	34	58	91	已轉碼，後2碼為權屬別
HV	重大傷病證明明細檔	101		DIAG_PRSN_ID	醫師代號	C	32	92	123	已轉碼
HV	重大傷病證明明細檔	101		RECV_DATE	收件/收文日期	C	8	124	131	YYYYMMDD
HV	重大傷病證明明細檔	101		ACPT_NO	受理編號	C	11	132	142	
HV	重大傷病證明明細檔	101		ICD9CM_CNAME	診斷病名	C	150	143	292	
HV	重大傷病證明明細檔	101		DEATH_MARK	死亡註記	C	1	293	293	Y：死亡
HV	重大傷病證明明細檔	101		DEATH_DATE	死亡日期	C	8	294	301	YYYYMMDD
HV	重大傷病證明明細檔	101		REISSUE_NUM	補發次數	C	2	302	303	
HV	重大傷病證明明細檔	101		CARD_MARK	持卡註記	C	1	304	304	1：重複2：死亡註銷3：換卡註銷4：逾期註銷5更正/補發註銷6：撤銷卡證空白：有效正常卡
HV	重大傷病證明明細檔	101		VALID_E_DATE	有效迄日	C	8	305	312	YYYYMMDD
HV	重大傷病證明明細檔	101		ACPT_NUM	受理次數	C	5	313	317	
HV	重大傷病證明明細檔	101		RARE_SICK_MARE	罕病註記	C	1	318	318	
HV	重大傷病證明明細檔	101		RS_CODE_A	罕病序號A	C	15	319	333	
HV	重大傷病證明明細檔	101		RS_CODE_B	罕病序號B	C	15	334	348	
HV	重大傷病證明明細檔	101		DECIDE_MARK	核定註記	C	1	349	349	0：退件(不符申請條件)1：退件(不發卡)2：補件(個人)3：補件(院所)
HV	重大傷病證明明細檔	101		VALID_S_DATE	生效起日	C	8	350	357	
HV	重大傷病證明明細檔	101		CARD_MARK_DATE	持卡註記異動日期	C	8	358	365	
ID	承保資料檔		98	ID	個人身份證號	C	32	1	32	已轉碼，亦即保險對象
ID	承保資料檔		98	INS_ID	被保險人身份證號	C	32	33	64	已轉碼
ID	承保資料檔		98	INS_ID_TYPE	身份別	C	1	65	65	請參考帶碼說明B-77之「身份別說明」
ID	承保資料檔		98	INS_AMT	投保點數	N	6	66	71	一至三類被保險人月投保點數。未滿6位數前面補0，若為眷屬資料，投保點數為0。
ID	承保資料檔		98	ID_BIRTHDAY	出生年月	C	8	72	79	YYYYMM，左靠不足補空白
ID	承保資料檔		98	ID_SEX	性別	C	1	80	80	M：男性F：女性U：不詳
ID	承保資料檔		98	INS_RELATION	稱謂代號	C	1	81	81	1：配偶2：父母3：子女4：祖父母5：孫子女6：外祖父母7：外孫子女8：曾祖父母9：外曾祖父母0：其他親屬U：不詳
ID	承保資料檔		98	UNIT_INS_TYPE	單位保險類別	C	3	82	84	請參考代碼說明B-74之「單位屬性代號」;若為眷屬資料，則為空白
ID	承保資料檔		98	AREA_NO_I	單位區域代碼	C	4	85	88	請參考代碼說明B-13之「地區代碼、名稱、分局及郵遞區號」
ID	承保資料檔		98	ID_IN_TYPE	加保別	C	1	89	89	1：加保2：轉入3：中斷轉入4：復保5：續保空白：不在保(請參考代碼說明之「加退保別說明」)
ID	承保資料檔		98	ID_IN_DATE	加保日期	C	8	90	97	YYYYMMDD
ID	承保資料檔		98	ID_OUT_TYPE	退保別	C	1	98	98	1：退保2：轉出3：註銷4：中斷轉出5：停保6：停復空白：在保(請參考代碼說明之「加退保別說明」)
ID	承保資料檔		98	ID_OUT_DATE	退保日期	C	8	99	106	YYYYMMDD
ID	承保資料檔	99		ID	個人身份證號	C	32	1	32	已轉碼，亦即保險對象
ID	承保資料檔	99		INS_ID	被保險人身份證號	C	32	33	64	已轉碼
ID	承保資料檔	99		INS_ID_TYPE	身份別	C	1	65	65	請參考帶碼說明B-77之「身份別說明」
ID	承保資料檔	99		INS_AMT	投保點數	N	6	66	71	一至三類被保險人月投保點數。未滿6位數前面補0，若為眷屬資料，投保點數為0。
ID	承保資料檔	99		ID_BIRTHDAY	出生年月	C	8	72	79	YYYYMM，左靠不足補空白
ID	承保資料檔	99		ID_SEX	性別	C	1	80	80	M：男性F：女性U：不詳
ID	承保資料檔	99		INS_RELATION	稱謂代號	C	1	81	81	1：配偶2：父母3：子女4：祖父母5：孫子女6：外祖父母7：外孫子女8：曾祖父母9：外曾祖父母0：其他親屬U：不詳
ID	承保資料檔	99		UNIT_INS_TYPE	單位屬性	C	3	82	84	請參考代碼說明B-74之「單位屬性代號」;若為眷屬資料，則為空白
ID	承保資料檔	99		REG_ZIP_CODE	郵遞區號	C	4	85	88	請參考代碼說明B-13之「地區代碼、名稱、分局及郵遞區號」
ID	承保資料檔	99		TX_CODE	異動別	C	2	89	90	01：加保異動02：轉入異動03：薪調異動04：停保異動05：復保異動06：續保異動07：轉出異動08：退保異動32：身分變更60：中斷轉入異動61：中斷轉出異動
ID	承保資料檔	99		ID_IN_DATE	加保日期	C	8	91	98	YYYYMMDD
ID	承保資料檔	99		ID_OUT_DATE	退保日期	C	8	99	106	YYYYMMDD
LIC	執業資料紀錄檔			PRSN_ID	醫事人員身分證號	C	32	1	32	已轉碼
LIC	執業資料紀錄檔			LIC_DATE	執照核發日期	C	8	33	40	YYYYMM
LIC	執業資料紀錄檔			LIC_TXT_MARK	執業異動別	C	1	41	41	0：核發3：停業4：復業5：註銷
LIC	執業資料紀錄檔			LIC_TXT_DATE	執業異動日期	C	8	42	49	YYYYMMDD
LIC	執業資料紀錄檔			HOSP_ID	執業場所	C	34	50	83	已轉碼，後2碼為權屬別。本項即醫事機構代號。
